"ID","Pays","Region","Departement","Commune","Site","Categorie","Groupe","Type","Variante","Contexte","Periode","Phase","Etape","Indice_confiance","Typo_techno","Emmanchement","Canal_pommeau","Construction_pommeau","Description","Longueur","Conservation","Inventaire","Bibliographie","Commentaires","X","Y"
2214,"France","Midi-Pyrénées","Aude","Carcassonne",NA,"Indéterminé","Épées à fusée à trois bourrelets",NA,NA,"Dépôt","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Indéterminé",0,"Indéterminé","Petit élément dont la forme rappelle les poignées des épées en langue de carpe au pommeau surmonté d'un large élément tronconique. Mais petite taille : élément indéterminé.",NA,"Musée de Beaux-Arts de Carcassonne",NA,"Guilaine 1972 fig. 131, 10 p. 349",NA,2.349422,43.216288
2218,"Italie",NA,"Prov. Trento","Campodenno","Dercolo","Épée à poignée métallique",NA,"Münsinger Hardt",NA,"Inconnu","Bronze moyen","Bronze moyen 1",NA,4,"Inclassable","Rivets",0,"Coulé","Poignée de construction maladroite, allure trapue. Pommeau ovale et bombé de manière irrégulière, fusée droite très épaisse vers le pommeau, garde également épaisse avec épaulements droits et échancrure semi-circulaire. Deux petits rivets placés de part et d'autre, dans zone qui forme petite dépression. La lame est une rapière courte de section lenticulaire. Aucune trace de décors.Arman 2004 p. 8-9 : provenance = Denno.",56.7,"Tiroler Landesmuseum, Innsbruck","2","Driehaus 1961 Taf. 11, 3-4 (""Matrei"") ; Bianco Peroni 1970 n°275 p. 101 ; Arman 2004 p. 8-9",NA,10.047147,46.247703
2219,"Italie","Lombardia","Prov. Sondrio","Valdisotto","Fumarogo","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Donauwörth","Isolé","Bronze final","Bronze final 2",NA,2,NA,"Rivets",0,"Coulé","Épée à fusée à trois bourrelets assimilée au type Donauwörth (Quillfeldt 1995 p. 154). Pommeau plat avec imposant bouton sommitale tronconique. Le plateau est décoré de motifs de guirlandes. Les trois bourrelets sont encadrés par une série de lignes parallèles. Les champs sont occupés par des triangles hachurés. À la transition avec la garde, les lignes sous le bourrelet forment un décrochement en arc de cercle. En dehors de cela, la garde n'est pas décorée. La grande échancrure semi-circulaire est encadré par deux petits rivets.La lame est pistilliforme, de longueur moyenne, avec une crête centrale. Un sillon suit les tranchants depuis la garde, auquel s'ajoute un second près de la pointe.",65.3,"Museo Pigorini, Rome","85 586","Bianco Peroni 1970 n°279 p. 102, Taf. 41, 279",NA,10.360052,46.451769
2221,"Italie","Lombardia","Prov. Como","Prato Pagano","Bernate","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","München","Milieu humide","Bronze final","Bronze final 2",NA,2,NA,"Rivets",0,"Coulé","Le pommeau présente un bouton sommital fongiforme et est décor d'une série d'arcade et de lignes concentriques à l'extérieur. L'ornementation des bourrelets de la fusée semble incomplète. Des lignes obliques sont visibles. Dans les champs, le décor se compose de trois motifs de cercles concentriques. Le motif serpentiforme suivant l'échancrure de la barque solaire aux oiseaux stylisée est reconnaissable sur la garde, au dessus des deux rivets. La lame courte pistilliforme début par un ricasso cocnave bien marqué. En dessous début le décor par quelques filets, complété par des chevrons dans le tiers inférieur. La section est lenticulaire.",60,"Museo Civico Como",NA,"Bianco Peroni 1970 n°282 p. 103, Taf. 42, 282",NA,9.074453,45.763058
2222,"Italie","Piemont","Prov. Vercelli","Gattinara",NA,"Épée à poignée métallique","Épée à pommeau en coupelle","Épée à pommeau en coupelle","Stockstadt","Milieu humide","Bronze final","Bronze final 3",NA,2,NA,"Rivets",0,"Coulé","Épée brisée en 4 fragments. Pommeau en coupelle assez basse, bouton central fongiforme, décor de 6 groupes de cercles concentriques. Des arcs de cercle ornent l'extérieur de la coupelle. La fusée bombée porte six bourrelets, deux groupes de deux au centre et deux isolés à chaque extrémité de la fusée, auxquels s'ajoute une échine à la base du pommeau. Les bourrelets sont décorés de lignes inclinées, et les champs de trois motifs de demi-cercles concentriques. Les restes d'un décor sont visibles dans la partie droite de la garde, avec une imitation d'un rivet. Deux vrais rivets sont placés de part et d'autre de la large échancrure semi-circulaire. La lame était pistilliforme, sans doute assez courte, avec un décor d'arcs de cercle au niveau du ricasso et de nombreux filets jusqu'à la pointe.",NA,"Museo Antichità, Torino","1129","Bianco Peroni 1970 n°283 p. 104, Taf. 42, 283",NA,8.392626,45.612398
2223,"Italie",NA,"Prov. Trento","Pergine Valsugana","Pergine","Épée à poignée métallique","Épée à pommeau en coupelle","Épée à pommeau en coupelle",NA,"Milieu humide","Bronze final","Bronze final 3",NA,2,NA,"Rivets",0,"Coulé","Épée fragmentaire, poignée très richement décorée. Pommeau en coupelle, bouton sommital avec décor groupes lignes parallèles formant une croix complétée par des arcs de cercle en périphérie. L'intérieur de la coupelle est ornée de séries de lignes concentriques et de pointillés ainsi que de triangles hachurés en périphérie. La fusée bombée est divisée en trois champs par trois groupes de deux bourrelets finement incisés de lignes obliques. Sur chaque champ, un motif de grands cercles concentriques central est complété par deux petits motifs similaires de part et d'autre. Ces motifs sont reliés à la manière d'une spirale. Le motif de la barque solaire aux oiseaux est présent dans la partie supérieure de la garde. Celle-ci présente une large échancrure semi-circulaire et deux petits rivets dans sa partie inférieure.La lame n'est pas entièrement conservée et devait être pistilliforme. Elle est munie d'un ricasso droit exceptionnellement long souligné par des pointillés et une série d'arcs de cercle. À la transition avec la lame, deux silhouettes stylisées d'oiseaux au bec recourbé sont figurées.",NA,"Mus. Nazionale, Trento","7680, 7684","Bianco Peroni 1970 n°284 p. 104, Taf. 42, 284",NA,11.235934,46.06323
2224,"Italie","Calabria","Prov. Reggio Calabria","Palmi","San Leo","Épée à poignée métallique","Indéterminé",NA,"Indéterminée","Inconnu","Bronze final","Bronze final 3",NA,2,NA,"Sur-coulée",0,"Coulé","Poignée d'épée à la morphologie originale coulée sur une lame en fer. Pommeau fongiforme aux bords retombants, surmonté d'un petit appendice, fusée très mince légèrement bombée et garde campaniforme à épaulements convexes et échancrure en U qui rappellent certaines épées à antennes.",NA,"coll. De Salvo, Palmi (1900)",NA,"Bianco Peroni 1970 n°285 p. 105, Taf. 42, 285",NA,15.847445,38.356136
2225,"Italie","Piemont","Prov. Cuneo","Casalgrasso",NA,"Épée à poignée semi-métallique",NA,"Casalgrasso",NA,"Milieu humide","Bronze final","Bronze final 3",NA,2,"EPSM1","Un seul bloc",0,"Indéterminé","Épée à poignée semi-métallique : garde en bronze campaniforme à épaulements convexes et échancrure 1/2 cercle prolongée par une fusée qui imite languette et nécessite ajout matières périssables. Au moins trois trous de rivets. Languette brisée dans sa partie supérieure. Sur-coulée ou fonte en un seul bloc avec la lame très légèrement pistilliforme.",64,"coll. Sig. Massano, Carmagnola (Torino)",NA,"Bianco Peroni 1970 n°286 p. 106, Taf. 43, 286",NA,7.62598,44.81836
2226,"Italie",NA,"Prov. Trento","Calliano",NA,"Épée à poignée métallique","Épées à pommeau sphérique","Este",NA,"Dépôt","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Autre","Poignée d'épée sans sa lame. Pommeau sphérique en matière organique a disparu : ne subsiste sur l'épine centrale de section quadrangulaire qui lui servait de support. Le reste de la poignée rappelle le type Tarquinia : fusée bombée, trois groupes de deux bourrelets avec les reste d'un décor d'incisions obliques, échine à la base du pommeau, garde campaniforme à épaulements coudés et échancrures 1/2 cercle.",NA,"Museo Civico Rovereto",NA,"Bianco Peroni 1970 n°287 p. 206, Taf. 43, 287",NA,11.094021,45.933894
2227,"Italie","Marche","Prov. Ancona","Ancona","Colle del Cardeto","Épée à poignée métallique","Épées à pommeau sphérique","Este",NA,"Funéraire","Bronze final","Bronze final 3",NA,2,NA,"Rivets",0,"Autre","Épée très courte, lame dans fourreau en tôle de bronze partiellement conservé. Pommeau spéhrique disparu, seulement visible épine sommitale qui servait de support. Fusée bombée avec trois bourrelets lisses et l'échine du pommeau. Pas de décors. Garde campaniforme, épaulements coudées et échancrure en U. 5 rivets identifiables, peut-être certains faux, et possible 6e à droite au niveau fissure, pour réparation ?",44,"Museo Nazionale Ancona","6952","Bianco Peroni 1970 n°288 p. 106-207, Taf. 43, 288",NA,13.518262,43.620459
2228,"Italie","Veneto","Prov. Padova","Este","Contrada Rana","Épée à poignée métallique","Épées à pommeau sphérique","Este",NA,"Funéraire","Bronze final","Bronze final 3",NA,2,NA,"Rivets",0,"Autre","Épée caractéristique du type Este : pommeau sphérique en matières organiques, disparu, épine servant de support visible avec pièce blocage sommitale de forme losangique. Reste de la poignée et lame caractéristiques type Tarquinia : fusée bombée, trois bourrelets. avec décor arête de poisson, échine à la base du pommeau, garde campaniforme aux épaulements coudés et échancrure en U assez irrégulière : lame ici très légèrement pistilliforme, de section lenticulaire avec quatre filets en relief.",46.5,"Museo Nazionale Este","8885","Bianco Peroni 1970 n°289 p. 108, Taf. 43, 289",NA,11.6565594,45.2276375
2230,"Italie","Emilia-Romagna","Prov. Bologna","Bologne","Benacci","Épée à poignée métallique","Épées à pommeau sphérique","Este",NA,"Funéraire","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Autre","Épée classique du type Este. Pommeau organique manquant, reste de l'épine sommitale lui servant de support. poigne typique type Tarquinia : fusée renflée avec trois bourrelets décor arête de poisson et échine décor lignes obliques, garde campaniforme, épaulements coudés, échancrure irrégulière en U, deux petits rivets. Lame également caractéristique : droite, longueur moyenne, section lenticulaire, décor composé de 4 filets.",67,"Museo Civico Bologna",NA,"Bianco Peroni 1970 n°290 p. 108, Taf. 43, 290",NA,11.343356,44.499097
2231,"Italie","Lombardia","Prov. Pavia","Godiasco",NA,"Épée à poignée métallique","Épées à pommeau sphérique","Este",NA,"Inconnu","Bronze final","Bronze final 3",NA,2,NA,"Rivets",0,"Autre","Épée du type Este aux caractères originaux : pommeau disparu à l'origine fixé sur très longue épine servant de support, qui indique pommeau très massif. Fusée bombée classique avec trois groupes de deux bourrelets non décorés et une échine, lisse également. La garde est typique avec épaulements coudés et échancrure en U asymétrique. Aux deux rivets habituels s'en ajoute un troisième à la transition fusée/garde. La lame est inhabituelle : décor classique avec 4 filets, mais lame droite à l'origine, puis léger renflement début tiers distal puis très fort rétrécissement jusqu'à la pointe, rappelle lame en langue de carpe.",68.6,"Museo Civico Pavia",NA,"Bianco Peroni 1970 n°291 p. 109, Taf. 43, 291",NA,9.055108,44.893971
2232,"Italie","Lombardia","Prov. Como","Gera Lario","Piano di Spagna","Épée à poignée métallique","Épées à pommeau sphérique","Este","Apparenté","Inconnu","Bronze final","Bronze final 3",NA,2,NA,"Rivets",0,"Coulé","Épée apparentée au type Este. Poignée à pommeau ovoïde en bronze. Fusée bombée avec trois groupes de trois fins bourrelets transversaux, simple décor d'arcs de cercle soulignant la base du pommeau, pas d'échine. Garde assez basse et enveloppante, campaniforme, à épaulements convexes et large échancrure en U. Deux petits rivets visible de part et d'autres. Dans le champ inférieur de la fusée : figuration bulle d'air ? La lame courte est pistilliforme avec un décor classique de quatre filets.",53.5,"Museo Civico Como",NA,"Bianco Peroni 1970 n°292 p. 109, Taf. 44, 292",NA,9.400998,46.15042
2233,"Italie","Lombardia","Prov. Como","Como","Moncucco","Épée à poignée métallique","Épées à pommeau sphérique","Autre","Autre","Funéraire","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Sur-coulée",0,"Coulé","Épée à pommeau hémisphérique, lame brisée en 5 fragments. Pommeau hémisphérique, sans rebord. Poignée assez étroite, bombée, avec rétrécissement marqué sous le pommeau. Presque tout l'espace est occupé par les trois imposants bourrelets accolés dans la partie inférieure. La garde est d'aspect campaniforme classique du type Este, mais dépourvue de rivets. La lame est une rapière courte décorée de deux filets en relief et munie d'une crête centrale.",44.5,"Museo Civico Como",NA,"Bianco Peroni 1970 n°293 p. 109, Taf. 44, 293",NA,9.046401,45.823153
2234,"Italie","Lombardia","Prov. Como","Como","Ca' Morta","Épée à poignée métallique","Épées à pommeau sphérique","Riedlingen",NA,"Funéraire","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Sur-coulée",0,"Autre","Épée du type Riedlingen classique. Pommeau organique manquant, épine sommitale qui lui servait de support visible. Fusée droite dans partie supérieure, renflement presque circulaire localisé dans la partie inférieure et encadré de 7 bourrelets : trois à la transition avec la garde et de quatre plus petits au dessus. La partie supérieure de la fusée porte un décor de vagues. Une petite échine soutient le plateau du pommeau. La garde à ailerons courts présente une échancrure semi-circulaire assez large mais peu profonde. L'absence de rivets suggère l'usage de la sur-coulée. La lame est droite, de section lenticulaire, avec quatre filets en relief. Des hachures très localisées et disposées de manière asymétrique de part et d'autre de la lame ornent ponctuellement l'espace entre deux de ces filets.",54.5,"Gabinetto di Paletnologia dell'Università Statale di Milano",NA,"Bianco Peroni 1970 n°294 p. 110, Taf. 44, 294 ; de Marinis 2004 fig. 2 p. 295",NA,9.072668,45.784876
2235,"Italie","Marche","Prov. Pesaro","Osteria del Fosso",NA,"Épée à poignée métallique","Épées à pommeau sphérique","Riedlingen",NA,"Funéraire","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Autre","Épée caractéristique du type Riedlingen. Pommeau organique sphérique manquant. Support de fixation visible. Fusée avec renflement encadré par deux bourrelets dans la partie inférieure. Motif oblong au niveau du renflement, rappel type Weltenburg. Garde à ailerons et échancrure en U. 6 petits rivets disposés sur la fusée et la garde : certains vraisemblablement faux. Lame droite de section lenticulaire avec 4 filets en relief.",55.5,"Museo Civico Fano",NA,"Bianco Peroni 1970 n°295 p. 110",NA,12.960493,43.877357
2236,"Italie","Veneto","Prov. Verona","Rivoli Veronese",NA,"Épée à poignée métallique","Épées à pommeau sphérique","Emmerting-Bruck","Apparenté","Funéraire","Premier Fer",NA,"Bronze final 3b",2,NA,"Rivets",0,"Indéterminé","Épée classée parmi les ""Rundknaufschwrerter"", forme isolée. Pommeau conique de profil, petit bouton suggère que la garniture sommitale, matière indéterminée, est fixée autour d'une tige centrale. Plateau du pommeau présente épais rebord. Fusée caractéristique du type Riedlingen : renflement localisé, ici central et non dans partie inférieure, encadré par deux groupes de deux fins bourrelets, assez distants. Pièce central circulaire : rivet ou simple pièce décorative ? Garde à ailerons, très petite échancrure en U, deux  rivets petits également de part et d'autre. Lame en fer avec ricasso cranté.",63.6,"Museo Pigorini, Rome","31623","Bianco Peroni 1970 n°296 p. 111, Taf. 44, 296",NA,10.81208,45.571126
2237,"Italie","Veneto","Prov. Padova","Este",NA,"Épée à poignée métallique","Indéterminé",NA,"Indéterminée","Inconnu","Bronze final","Bronze final 3",NA,2,NA,"Rivets",0,"Indéterminé","Petit fragment de poignée d'épée à garde à ailerons. Très petite échancrure en U. Trou de rivet visible.",NA,"Museo Nazionale Este",NA,"Bianco Peroni 1970 n°297 p. 111, Taf. 44, 297",NA,11.6565594,45.2276375
2238,"Italie","Lazio","Prov. Viterbo","Tarquinia","Monterozzi","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Funéraire","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée caractéristique du type Tarquinia. Pommeau à grandes antennes légèrement enroulées, épine centrale, fusée bombée avec trois bourrelets décorés d'arêtes de poisson, échine avec lignes obliques, garde campaniforme à épaulements coudés et échancrure en U, deux petits rivets et lame droite avec décor de filets (4).",66,"Museo Nazionale Tarquinia","RC 266","Bianco Peroni 1970 n°301 p. 112, Taf. 45, 301",NA,11.769739,42.250373
2239,"Italie","Umbria","Prov. Perugia","Perugia","Fontivegge","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée classique du type Tarquinia : pommeau à antennes légèrement enroulées de part et d'autre de l'épine centrale, fusée bombée, trois bourrelets décorés d'arêtes de poisson, échine, garde campaniforme, épaulements coudés, échancrure semi-circulaire, deux petits rivets, lame droite décorée de 4 filets.",61,"Museo Preistoria Perugia",NA,"Bianco Peroni 1970 n°302 p. 112, Taf. 45, 302",NA,12.373669,43.1055647
2240,"Italie","Toscana","Prov. Grosseto","Castiglione della Pescaia","Vetulonia","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Funéraire","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée classique du type Tarquinia. Pommeau à larges antennes très légèrement enroulées, épine centrale, fusée biconique, trois bourrelets décorés d'arêtes de poisson, échine avec lignes obliques, garde campaniforme, épaulements coudés, échancrure en U, deux petits rivets et lame droite décorée de 4 filets.",66,"Museo Archeologico Firenze",NA,"Bianco Peroni 1970 n°303 p. 112-113, Taf. 45, 303.",NA,10.970873,42.859643
2241,"Italie","Toscana","Prov. Livorno","Piombino","Populonia","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Poignée d'épée classique tu type Tarquinia : pommeau à antennes légèrement enroulées, épine sommitale, fusée bombée, trois bourrelets décorés d'arêtes de poisson, échine, garde campaniforme, épaulements coudés, deux petits rivets. Nature de la lame indéterminée.",NA,"Museo Archeologico Firenze",NA,"Bianco Peroni 1970 n°304 p. 113, Taf. 45, 304",NA,10.491383,42.989468
2243,"Italie","Lombardia","Prov. Cremona","Gombito",NA,"Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée du type Tarquinia : pommeau à antennes légèrement enroulées et asymétriques, épine sommitale assez épaisse, fusée bombée avec trois bourrelets lisses, échine décorée d'incisions obliques, garde campaniforme, épaulements coudés, échancrure en U, deux petits rivets, lame très légèrement pistiliforme décorée de 4 filets.",63,"Museo Civico Cremona",NA,"Bianco Peroni 1970 n°306 p. 113, Taf. 46, 306",NA,9.728999,45.261501
2244,"Italie","Veneto","Prov. Vincenza","Montecchio Precalcino","Preara","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Milieu humide","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée classique du type Tarquinia. Pommeau à larges antennes très légèrement enroulées, épine centrale, fusée bombée, trois bourrelets décorés d'arêtes de poisson, échine avec lignes obliques, garde campaniforme, épaulements coudés, échancrure en U, deux petits rivets et lame légèrement pistilliforme, avec bourrelet médian, décorée de 4 filets.",65,"Museo Civico Vicenza","7380","Bianco Peroni 1970 n°307 p. 113, Taf. 46, 307",NA,11.548036,45.685009
3333,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Indéterminé","Inconnu","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",0,"Coulé",NA,68,"Mus. Lviv",NA,"Zurowski 1949 p. 176, pl. 33, 7",NA,NA,NA
3304,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets",NA,"Inconnu","Bronze final","Bronze final 2",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé",NA,63.7,NA,NA,"Born et Hansen 2001 n°AG 1004, Taf. 20 p. 124 (gauche), fig. 151 p. 198 et fig. 152 p. 199 ; Novotná 2014 n°E16 p. 122",NA,NA,NA
3041,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Děčín","Inconnu","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",0,"Coulé",NA,66.2,"Mus. Solingen","59. 30","Quillfeldt 1995 n°178 p. 182, Taf. 61, 178",NA,NA,NA
156,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3",NA,2,NA,"Rivets",0,"Coulé","Provenance française incertaine. Il pourrait s'agir de l'épée du Louvre BR1486.Chantre 1875 p. 122 : ""pommeau à antennes avec crans"" ?Image Louvre pas très bonne qualité : rivets ou sur-coulée ?Épée entre type Zigelroda et Tarquinia : les antennes serrées et rapprochées ainsi que l'absence d'echinus renvoient au type Ziegelroda, tandis que la forme de la garde et de la lame sont typiques du type Tarquinia.Infos Sophie Descamps : ""Avant d’entrer au musée du Louvre en 1825, elle appartenait à la collection du chevalier Edme Durand (1768- 1835), une collection de vases, bronzes, terres cuites et bijoux, d’Italie méridionale surtout mais acquis également en France lors de ventes de cabinets particuliers. La collection Durand proposée à Charles X comptait ainsi plusieurs milliers d’objets, le plus souvent sans provenance, parmi lesquels  plus de 1700 bronzes.""Pas de traces dans catalogue coll. Durand (de Witte 1836 = liste objet vendus en 1836).",59.9,"Louvre","BR1486","Chantre 1875 p. 111, p. 122, n°141 ; Naue 1903 p. 83 ; de Ridder 1915 p. 24, n°1486, pl. 70, 1486 ; Sprockhoff 1934 p. n°136 p. 113","; http:,,www.photo.rmn.fr,archive,14-530537-2C6NU0ALQWMV7.html",NA,NA
2246,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",4,"EPC3c","Rivets+Blocage",0,"Coulé","Épée classique du type Tarquinia. Pommeau à larges antennes très légèrement enroulées, épine centrale, fusée biconique, trois bourrelets décorés d'arêtes de poisson, échine avec lignes obliques, garde campaniforme, épaulements coudés, échancrure en U, deux petits rivets et lame légèrement pistilliforme décorée de 4 filets avec bourrelet médian.",65.4,"RGZM Mainz","O 28278","Driehaus 1961 n°3 p. 28-30, pl. 14, 3-5 ; Bianco Peroni 1970 n°309 p. 114, Taf. 46, 309 ; Egg et Pare 1991 n°25 p. 112, pl. 36, 1",NA,NA,NA
3309,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets",NA,"Inconnu","Bronze final","Bronze final 2",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé",NA,65.5,NA,NA,"Born et Hansen 2001 n°AG 1007, fig. 151 p. 198, fig. 152 p. 199, Taf. 20 p. 124 ; Novotná 2014 n°E41 p. 223",NA,NA,NA
2253,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Indéterminé",0,"Coulé","Poignée d'épée apparentée au type Tarquinia. Pommeau à antennes basses, légèrement enroulées, asymétriques, avec épine centrale massive. Fusée biconique, presque droite, avec trois bourrelets décorés d'arêtes de poisson, sans échine. Garde campaniforme à épaulements convexes, très réguliers, et échancrure en U. Décor côtelé (?) visible sur le côté gauche de la garde. Pas de trois de rivet : poignée creuse sortie du moule, trous non percés ou poignée pleine ?",NA,"Museum Leipzig",NA,"Forrer 1893 pl. 107, 177 ; Bianco Peroni 1970 n°316 p. 116, Taf. 47, 316",NA,NA,NA
3371,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Formes spéciales début CU",NA,NA,"Inconnu","Bronze final","Bronze final 1",NA,2,NA,"Rivets+Blocage",0,"Coulé","Épée de forme spéciale, Bronze final 1, proche du type Riegsee. En vente sur Ebay, proviendrait d'une ancienne collection particulière allemande.",14.5,"Coll. privée",NA,"Inédit",NA,NA,NA
254,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée à antenne représentée dans le catalogue de la collection Gréau (Froehner 1885, n° 670, pl. 35), qui correspond très certainement à l'épée dite inédite publiée par V. Bianco Peroni (1971, n° 313) et conservée au Museo Poldi Pezzoli de Milan.Il s'agit d'une épée à antennes très peu enroulées et très aériennes autour d'une épine sommitale. La fusée bombée est parcourue de trois larges bourrelets lisses et non profilés. Un élargissement est bien visible à la transition avec le pommeau, sans que l'on puisse réellement parler d'échine. La garde campaniforme présente des épaulements convexes non coudés, contrairement au canon du type Tarquinia. Deux petits rivets sont placés de part et d'autre de l'échancrure en U. La courte lame est légèrement pistilliforme, avec un renflement central bien marqué sur les trois quarts de sa longueur. Les tranchants semblent assez endommagés.Cet exemplaire s'écarte quelque peu du type Tarquinia classique, mais renvoie sans conteste aux épées italiques de la fin de l'âge du Bronze.",67.5,"Museo Poldi Pezzoli, Milan, Italie","2461","Froehner 1885 n°670 p. 136 , pl. 85, 670 ; Bianco Peroni 1970 n°313 p. 115, pl. 47, 313","Épée dans collection Gréau vendue en 1885, correspond très certainement à l'épée de provenance inconnue dite inédite dans PBF Bianco Peroni.",NA,NA
2261,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Poignée d'épée de type Tarquinia rivetée à lame en fer presque totalement disparue. Pommeau à antennes plus enroulées qu'habituellement, longue épine sommitale, fusée bombée, échine, trois bourrelets, supérieur et inférieur légèrement profilés, central avec motif arête de poisson, large garde campaniforme, échancrure en U, épaulements coudés, deux petits rivets.",13.5,"RGZM Mainz","O 29377","Bianco Peroni 1970 n°323 p. 118, Taf. 48, 323",NA,NA,NA
1816,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Funéraire","Bronze moyen","Bronze moyen 3",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,"NM København",NA,"Broholm 1943, 738 ; Holste 1953 50, n°111",NA,NA,NA
3075,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique",NA,"Mörigen","Variante III","Milieu humide","Bronze final","Bronze final 3","Bronze final 3b",4,"EPC1b","Rivets+Blocage",0,"Coulé",NA,54.3,"RGZM Mainz","O.25057","Sprockhoff 1934 n°48 p. 121 ; Quillfeldt 1995 n°280 p. 240, Taf. 100, 280",NA,NA,NA
3311,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épée à pommeau en coupelle","Épée à pommeau en coupelle",NA,"Inconnu","Bronze final","Bronze final 3","Bronze final 3a",4,"EPC3b","Rivets+Blocage",0,"Coulé",NA,60.8,NA,NA,"Born et Hansen 2001 n°AG 1003 fig. 142 p. 188, fig. 143 p. 189, Taf. 22 p. 126 ; Novotná 2014 n°E63 p. 224",NA,NA,NA
2619,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique",NA,"Hajdúsámson-Apa",NA,"Inconnu","Bronze ancien",NA,NA,2,NA,"Rivets",0,"Coulé",NA,43.8,"Antiquarium Berlin",NA,"Kilian-Dirlmeier 1993 n°444 p. 127, Taf. 58, 444",NA,NA,NA
2266,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée apparentée au type Tarquinia. Pommeau à antennes atrophiées et épine centrale. Fusée atypique avec renflement central, deux bourrelets dans partie supérieure, un bourrelet dans partie inférieure, auxquels s'ajoute l'échine à la base du pommeau. Garde classique campaniforme avec épaulements coudés, échancrure en U et deux petits rivets. Lame courte, légèrement pistilliforme, avec décor habituel de 4 filets.",55,"British Museum","73.8-20.229","Bianco Peroni 1970 n°328 p. 119, Taf. 49, 328",NA,NA,NA
3065,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique",NA,"Mörigen","Variante I","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé",NA,62,"Mus. Karlsruhe","F 81","Sprockhoff 1934 n°105 p. 128 ; Quillfeldt 1995 n°260 p. 234, Taf. 91, 260",NA,NA,NA
